row_labels,bioenergy,coal,demand,fossil,gas,hard_coal,hydro,lignite,net_imports,nuclear,other_fossil,other_renewables,production,renewables,solar,wind,wind_and_solar
2000,1.1105506738911,30.2391539309489,,51.6636829013753,12.4831290461569,17.3158771659888,13.4996232794897,12.92327676496,,32.7064663675469,8.94139992426947,0.20128832420334,,15.6298507310777,0.00354554215812412,0.814842911335415,0.818388453493539
2001,1.20148292278816,29.2836385534018,,50.92243223071,12.9863129353578,16.3490078186178,13.8782600761159,12.9346307347839,,32.850536897843,8.65248074195033,0.188367009060019,,16.2270308714469,0.00607948931727989,0.952841374165557,0.958920863482837
2002,1.39131993360621,29.6421245609985,,52.4376172230498,13.752461692766,16.8919488253255,11.5542376912938,12.750175735673,,33.1283837088858,9.04303096928512,0.19295321264284,,14.4339990680643,0.0102155022460512,1.28527272827538,1.29548823052143
2003,1.53713115207344,30.267213551277,,53.4570987969805,14.9435398644164,17.5872388881565,10.8942816024763,12.6799746631205,,32.3382253439564,8.24634538128712,0.211176652439928,,14.2046758590629,0.0143414893219909,1.54774496275117,1.56208645207317
2004,1.83846914422072,29.0731634431316,,52.3344239522187,16.0168531739126,16.8504804193369,11.2777350557872,12.2226830237946,,32.3105406006085,7.2444073351744,0.20857678157376,,15.3550354471727,0.0255399196140484,2.00471454597693,2.03025446559098
2005,2.1119003805192,28.0050565948971,,52.8857370891119,17.8079727874366,16.098842969976,10.6736284168803,11.906213624921,,31.7123453857075,7.07270770677812,0.203512977567632,,15.4019175251805,0.0511221732602892,2.36175357695305,2.41287575021334
2006,2.37491262638482,27.755120062268,,52.9683910827518,18.4182874357766,16.2653882962509,10.588257882807,11.4897317660171,,31.0986405948196,6.7949835847071,0.206741724607709,,15.9329683224285,0.0839719776784708,2.67908411095052,2.76305608862899
2007,2.65311482809779,28.0420753853405,,53.6491678339227,19.3792567331573,16.3689082770655,10.466790279429,11.673167108275,,29.511199690857,6.22783571542482,0.211055246304663,,16.8396324752201,0.128556147312076,3.38011597407659,3.50867212138867
2008,2.96545038594194,25.4979738865668,,51.9373172305896,20.6396013484014,14.1622597902214,11.0156806196111,11.3357140963453,,29.8091924682741,5.79974199562139,0.208107223085381,,18.2534903011362,0.249835929518766,3.81441614297893,4.0642520724977
2009,3.4475386793762,24.9754591923441,,50.40265508145,20.0455826832849,13.585529853307,11.7310829586409,11.3899293390371,,29.2799619581989,5.38161320582084,0.212105332221018,,20.317382960351,0.50123870925765,4.42541728085514,4.92665599011279
2010,3.77126409950416,23.7353059971673,,48.9422065873722,19.9183595555324,13.0417596291339,12.6378045245698,10.6935463680333,,28.9236315905322,5.28854103467247,0.204807976896553,,22.1341618220955,0.785107624838428,4.73517759628653,5.52028522112496
2011,4.08507285332652,24.8887181642853,,49.0954637214262,19.1240664296678,13.3837056247945,10.5507938481129,11.5050125394907,,28.7504437417894,5.08267912747306,0.219806926157492,,22.1540925367842,1.62281987000112,5.67559903918615,7.29841890918727
2012,4.56795741007071,25.5615878839294,,47.0450264142343,16.6082023938936,13.8697245186888,11.40366810494,11.6918633652405,,27.9137605941582,4.87523613641122,0.214967588776734,,25.0412129916074,2.41312391146847,6.44149597635143,8.85461988781991
2013,4.80809256214066,25.2297493921583,,44.1643094702776,14.3311319725449,13.9450554894572,12.7380764707046,11.2846939027011,,27.9059713606315,4.60342810557428,0.223593228518774,,27.9297191690908,2.91073740493943,7.24921950278732,10.1599569077267
2014,5.09673768608007,24.4795686290628,,41.6875570544137,12.5763961019998,13.2347088308586,13.0769145943661,11.2448597982041,,28.7122106660268,4.63159232335101,0.239794154525845,,29.6002322795593,3.32921655285455,7.85756929173275,11.1867858445873
2015,5.19362463125817,24.5054830018601,,42.8825739533367,13.7939757672591,13.5103886774099,11.6797813707448,10.9950943244502,,27.3452654725489,4.58311518421744,0.24568636725549,,29.7721605741142,3.50490633772684,9.14816186712889,12.6530682048557
2016,5.2126923974497,22.7419033917693,,43.4234556554625,16.1084684919708,12.3214531595615,11.9224016185459,10.4204502322077,,26.4957662592087,4.57308377172232,0.250438631206782,,30.0807780853286,3.48606887225782,9.20917656586839,12.6952454381262
2017,5.24650240730677,21.807809165272,,44.1918779674699,17.9514822451155,11.4213458468103,10.0489051796239,10.3864633184617,,25.9199307529735,4.43258655708238,0.248282052192789,,29.8881912795565,3.68401095626808,10.6604906841649,14.344501640433
2018,5.33060585830345,20.4192937104176,,41.5674209906357,16.8176660534322,10.3490547386564,11.8055892872568,10.0702389717612,,26.1195610017223,4.3304612267858,0.245436778810301,,32.3130180076419,3.94218089451592,10.9892051887553,14.9313860832713
2019,5.43911130730121,15.7975783001539,,39.5300590384992,19.6404165881513,7.31960616509867,11.2490958159889,8.47797213505532,,26.5603746057272,4.09206415019388,0.25108536050737,,33.9095663557735,4.34604300834171,12.6242308636342,16.9702738719759
2020,5.63127017305024,13.2161692395604,,36.9708430915981,19.7333694635773,5.96298763972902,12.73915901259,7.25318159983141,,24.8249743223968,4.02130438846044,0.260777893757572,,38.2041825860049,5.2077432057617,14.3652323008453,19.5729755066071
